GermLayer,DifferentiationState,Stage,CellName,CellTypeID,Anatomy1,Anatomy2,Sulston,CellType,Generalized
2:Ectodermal,4:Terminally differentiated,e,ABalapapapaa,114,Head,Outer labial sensilla,OLQDL,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalapaappp,114,Lip,Inner labial sensilla,IL2L,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalapaappaa,114,Lip,Inner labial sensilla,IL1L,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalapaapaa,110,Head,Nerve ring,RIAL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalapaaapp,127,Labium,Lateral outer labial,OLLsoL,Socket cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABalapaaapa,114,Body,Lateral in midbody,CANL,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalapaaaaa,114,Body,Ventral nerve cord,AVHL,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaappppp,114,Lip,Inner labial sensilla,IL2R,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaappppaa,114,Lip,Inner labial sensilla,IL1R,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaapppaa,110,Head,Nerve ring,RIAR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaappapp,127,Lip,Quadrant outer labial,OLQsoVR,Socket cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABalaappapa,110,Head,Lateral ganglia,AVAR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaapappp,127,Head,Socket,CEPsoVR,Socket cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABalaapaapp,122,Lip,Inner labial,ILshR,Sheath cell (glia?),Other
2:Ectodermal,4:Terminally differentiated,e,ABalaapaaar,110,Head,Nerve ring,AINR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaaapprr,127,Labium,Inner labial,ILsoR,Socket cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABalaaapprl,110,Head,lateral ganglia,AVDR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaaappll,122,Lip,Inner labial,ILshDR,Sheath cell (glia?),Other
2:Ectodermal,4:Terminally differentiated,e,ABalaaaparr,122,Lip,Inner labial,ILshDL,Sheath cell (glia?),Other
2:Ectodermal,4:Terminally differentiated,e,ABalaaapalr,110,Head,Lateral ganglia,AVDL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaaapall,127,Labium,Inner labial,ILsoL,Socket cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABalaaaarrp,114,Head,Nerve ring,RMER,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaaaarlp,114,Head,Nerve ring,RMEL,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABalaaaalpp,122,Lip,Inner labial,ILshL,Sheath cell (glia?),Other
2:Ectodermal,4:Terminally differentiated,e,ABalaaaalal,110,Head,Nerve ring,AINL,Interneuron,Neuron
4:Mesodermal,4:Terminally differentiated,l1,Mvrpp,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,"l1,l2",Mvrpap,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,l1,Mvrap,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,l1,Mvraa,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,l1,Mvlpp,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,"l1,l2",Mvlpap,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,l1,Mvlap,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,l1,Mvlaa,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,"l1,l2",Mdrpp,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,"l1,l2",Mdrap,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,"l1,l2",Mdraa,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,"l1,l2",Mdlpp,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,"l1,l2",Mdlap,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,"l1,l2",Mdlaa,112,Postembryonic body wall,Muscle,mu bod,Muscle cell,Muscle
2:Ectodermal,4:Terminally differentiated,l1,G1r,110,Head,Nerve ring,RMHR,Interneuron,
2:Ectodermal,4:Terminally differentiated,l1,G1l,110,Head,Nerve ring,RMHL,Interneuron,
2:Ectodermal,4:Terminally differentiated,l1,G1r,114,Head,Nerve ring,RMHR,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,G1l,114,Head,Nerve ring,RMHL,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,TRpppap,110,Body,Lumbar ganglia,PLNR,Interneuron,
2:Ectodermal,4:Terminally differentiated,l1,TRpppaa,114,Body,Lumbar ganglia,PHCR,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,TRppa,110,Body,Lumbar ganglia,PVWR,Interneuron,
2:Ectodermal,4:Terminally differentiated,l1,Trpap,116,Tail,Socket,PHso2R,Phasmid socket cell,
2:Ectodermal,4:Terminally differentiated,l1,TRpaa,116,Tail,Socket,PHso1R,Phasmid socket cell,
2:Ectodermal,4:Terminally differentiated,l1,TRaa,109,Postembryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,l1,P8app,114,Body,Ventral nerve cord,VD9,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P8apa,114,Body,Ventral nerve cord,AS8,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P8aap,114,Body,Ventral nerve cord,VC6,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P8aaap,114,Body,Ventral nerve cord,VB9,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P8aaaa,114,Body,Ventral nerve cord,VA8,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,V3Ra,109,Postembryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,l1,P6app,114,Body,Ventral nerve cord,VD7,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P6apa,114,Body,Ventral nerve cord,AS6,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P6aap,114,Body,Ventral nerve cord,VC4,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P6aaap,114,Body,Ventral nerve cord,VB7,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P6aaaa,114,Body,Ventral nerve cord,VA6,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABprappaaaapp,114,Body,Ventral nerve cord,VD5,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABprappaaaapa,114,Body,Ventral nerve cord,AS4,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABprappaaaaap,114,Body,Ventral nerve cord,VC2,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",ABprappaaaaaap,114,Body,Ventral nerve cord,VB5,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",ABprappaaaaaaa,114,Body,Ventral nerve cord,VA4,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P12pa,109,Anal,Preanal hypodermis,hyp12,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P12app,114,Body,Ventral nerve cord,VD13,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P12apa,114,Body,Ventral nerve cord,PDB,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P12aaaa,114,Body,Ventral nerve cord,VA12,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P10app,114,Body,Ventral nerve cord,VD11,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P10apa,114,Body,Ventral nerve cord,AS10,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P10aaap,114,Body,Ventral nerve cord,VB11,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P10aaaa,114,Body,Ventral nerve cord,VA10,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,V5Ra,109,Postembryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,l1,QRpap,110,Body,Posterior body,SDQR,Interneuron,
2:Ectodermal,4:Terminally differentiated,l1,QRpaa,114,Body,Right side of the anterior half of the body,AVM,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,QRap,114,Head,Near the posterior bulb of the pharynx,AQR,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABprapaappp,109,Postembryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,l1,ABprapaappapp,114,Body,Ventral nerve cord,VD3,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABprapaappapa,114,Body,Ventral nerve cord,AS2,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",ABprapaappaaap,114,Body,Ventral nerve cord,VB3,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",ABprapaappaaaa,114,Body,Ventral nerve cord,VA2,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,Wpp,114,Body,Ventral nerve cord,VD1,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,Wpa,114,Body,Ventral nerve cord,VA1,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,Waap,114,Body,Ventral nerve cord,VB2,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,Waaa,110,Head,Retrovesicular ganglion,AVFR,Interneuron,
2:Ectodermal,4:Terminally differentiated,l1,Ka,109,Intestine,Rectal,rect hyp,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,l1,TLpppap,110,Body,Lumbar ganglia,PLNL,Interneuron,
2:Ectodermal,4:Terminally differentiated,l1,TLpppaa,114,Body,Lumbar ganglia,PHCL,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,TLppa,110,Body,Lumbar ganglia,PVWL,Interneuron,
2:Ectodermal,4:Terminally differentiated,l1,TLpap,116,Tail,Socket,PHso2L,Phasmid socket cell,
2:Ectodermal,4:Terminally differentiated,l1,TLpaa,116,Tail,Socket,PHso1L,Phasmid socket cell,
2:Ectodermal,4:Terminally differentiated,l1,TLaa,109,Postembryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,l1,P7app,114,Body,Ventral nerve cord,VD8,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P7apa,114,Body,Ventral nerve cord,AS7,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P7aap,114,Body,Ventral nerve cord,VC5,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P7aaap,114,Body,Ventral nerve cord,VB8,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P7aaaa,114,Body,Ventral nerve cord,VA7,Neuron,
2:Ectodermal,4:Terminally differentiated,e,ABplappapa,109,Postembryonic large hypodermal syncytium,,V3L,Seam Cell,Seam Cell
2:Ectodermal,4:Terminally differentiated,e,ABplappapp,114,Postembryonic blast cell for ventral cord neurons,Ventral nerve cord,P7,Blast Cell,Blast Cell
2:Ectodermal,4:Terminally differentiated,e,ABplappaaa,114,Postembryonic blast cell for ventral cord neurons,Ventral nerve cord,P3,Blast Cell,Blast Cell
2:Ectodermal,4:Terminally differentiated,e,ABplappaap,114,Postembryonic blast cell for ventral cord neurons,Ventral nerve cord,P5,Blast Cell,Blast Cell
2:Ectodermal,4:Terminally differentiated,e,ABplapaapa,,Postembryonic blast cell; excretory socket is G1 in embryo,,G2,Blast Cell,Excretory
2:Ectodermal,4:Terminally differentiated,e,ABplapaapp,114,Postembryonic blast cell for ventral cord neurons,Ventral nerve cord,P1,Blast Cell,Blast Cell
2:Ectodermal,4:Terminally differentiated,e,ABprapaapp,114,Postembryonic blast cell for ventral cord neurons,Ventral nerve cord,P2,Blast Cell,Blast Cell
2:Ectodermal,4:Terminally differentiated,l1,P5app,114,Body,Ventral nerve cord,VD6,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P5apa,114,Body,Ventral nerve cord,AS5,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P5aap,114,Body,Ventral nerve cord,VC3,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P5aaap,114,Body,Ventral nerve cord,VB6,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P5aaaa,114,Body,Ventral nerve cord,VA5,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABplappaaaapp,114,Body,Ventral nerve cord,VD4,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABplappaaaapa,114,Body,Ventral nerve cord,AS3,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABplappaaaaap,114,Body,Ventral nerve cord,VC1,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",ABplappaaaaaap,114,Body,Ventral nerve cord,VB4,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",ABplappaaaaaaa,114,Body,Ventral nerve cord,VA3,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P11p,109,Postembryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P11app,114,Body,Ventral nerve cord,VD12,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P11apa,114,Body,Ventral nerve cord,AS11,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P11aaaa,114,Body,Ventral nerve cord,VA11,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P9p,109,Postembryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,l1,P9app,114,Body,Ventral nerve cord,VD10,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,P9apa,114,Body,Ventral nerve cord,AS9,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P9aaap,114,Body,Ventral nerve cord,VB10,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",P9aaaa,114,Body,Ventral nerve cord,VA9,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,V5La,109,Postembryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,l1,QLpap,110,Body,Anterior body,SDQL,Interneuron,
2:Ectodermal,4:Terminally differentiated,l1,QLpaa,114,Body,Left side of the posterior half of the body,PVM,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,QLap,114,Body,Left lumbar ganglia,PQR,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABplapaappp,109,Postembryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,
2:Ectodermal,4:Terminally differentiated,l1,ABplapaappapp,114,Body,Ventral nerve cord,VD2,Neuron,
2:Ectodermal,4:Terminally differentiated,l1,ABplapaappapa,114,Body,Ventral nerve cord,AS1,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",ABplapaappaaap,114,Body,Ventral nerve cord,VB1,Neuron,
2:Ectodermal,4:Terminally differentiated,"l1,l2",ABplapaappaaaa,114,Head,Retrovesicular ganglion,AVFL,Neuron,
2:Ectodermal,4:Terminally differentiated,e,ABplaaappp,109,Postembryonic large hypodermal syncytium,hyp7,H1L,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarpppppp,109,Postembryonic large hypodermal syncytium,hyp7,hyp7,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarpppppa,109,Postembryonic large hypodermal syncytium,hyp7,V4R,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarppppap,109,Postembryonic large hypodermal syncytium,hyp7,V2R,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarppppaa,109,Postembryonic large hypodermal syncytium,hyp7,V1R,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarpppaap,109,Postembryonic large hypodermal syncytium,hyp7,H2R,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarpppaaa,127,Anterior deirid socket,Socket,ADEshR,Socket cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABarppappp,109,Postembryonic large hypodermal syncytium,hyp7,V6L,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarppappa,109,Postembryonic large hypodermal syncytium,hyp7,V4L,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarppapap,109,Postembryonic large hypodermal syncytium,hyp7,V2L,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarppapaa,109,Postembryonic large hypodermal syncytium,hyp7,V1L,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarppaaap,109,Postembryonic large hypodermal syncytium,hyp7,H2L,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABarppaaaa,127,Anterior deirid socket,Socket,ADEshL,Socket cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABarpapppp,109,Postembryonic large hypodermal syncytium,hyp7,H1R,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABprappapa,123,Seam hypodermal cell,hyp7,V3R,Seam Cell,Seam Cell
2:Ectodermal,4:Terminally differentiated,e,ABprappapp,,Postembryonic blast cell for ventral cord neurons,,P8,Blast Cell,Blast Cell
2:Ectodermal,4:Terminally differentiated,e,ABprappaaa,,Postembryonic blast cell for ventral cord neurons,,P4,Blast Cell,Blast Cell
2:Ectodermal,4:Terminally differentiated,e,ABprappaap,,Postembryonic blast cell for ventral cord neurons,,P6,Blast Cell,Blast Cell
2:Ectodermal,4:Terminally differentiated,e,ABprapaapa,,Postembryonic neuroblast,,W,Blast Cell,Blast Cell
3:Endodermal,3:Multipotent/Progenitor/Precursor,e,P4,,60-cell embryo,Repro,P4,Gonad,Gonad
,,e,ABalaaaarra,,,,ABalaaaarra,Apoptotic,Apoptotic
,,e,ABalaaaarla,,,,ABalaaaarla,Apoptotic,Apoptotic
,,e,ABalaaaparl,,,,ABalaaaparl,Apoptotic,Apoptotic
,,e,ABalaaapplr,,,,ABalaaapplr,Apoptotic,Apoptotic
,,e,ABalaapaapa,,,,ABalaapaapa,Apoptotic,Apoptotic
,,e,ABalaapaaal,,,,ABalaapaaal,Apoptotic,Apoptotic
,,e,ABalaapappa,,,,ABalaapappa,Apoptotic,Apoptotic
,,e,ABalaapapa,,,,ABalaapapa,Apoptotic,Apoptotic
,,e,ABalapaapap,,,,ABalapaapap,Apoptotic,Apoptotic
,,e,ABalapaappap,,,,ABalapaappap,Apoptotic,Apoptotic
,,e,ABalapapaa,,,,ABalapapaa,Apoptotic,Apoptotic
,,e,ABalapapapap,,,,ABalapapapap,Apoptotic,Apoptotic
,,e,MSaaappa,,,,MSaaappa,Apoptotic,Apoptotic
,,e,MSppaapa,,,,MSppaapa,Apoptotic,Apoptotic
,,e,MSpaaaaap,,,,MSpaaaaap,Apoptotic,Apoptotic
,,e,MSaaaappa,,,,MSaaaappa,Apoptotic,Apoptotic
,,e,ABarapapaaa,,,,ABarapapaaa,Apoptotic,Apoptotic
,,e,ABalpapppap,,,,ABalpapppap,Apoptotic,Apoptotic
,,e,MSpaapp,,,,MSpaapp,Apoptotic,Apoptotic
,,e,MSpapapap,,,,MSpapapap,Apoptotic,Apoptotic
,,e,MSpapaapap,,,,MSpapaapap,Apoptotic,Apoptotic
,,e,MSpaapaap,,,,MSpaapaap,Apoptotic,Apoptotic
,,e,MSaapaapap,,,,MSaapaapap,Apoptotic,Apoptotic
,,e,MSaapapap,,,,MSaapapap,Apoptotic,Apoptotic
,,e,MSapaapa,,,,MSapaapa,Apoptotic,Apoptotic
,,e,Caapap,,,,Caapap,Apoptotic,Apoptotic
,,e,MSpppapa,,,,MSpppapa,Apoptotic,Apoptotic
,,e,MSpppaaa,,,,MSpppaaa,Apoptotic,Apoptotic
,,e,MSappapa,,,,MSappapa,Apoptotic,Apoptotic
,,e,ABprapappppp,,,,ABprapappppp,Apoptotic,Apoptotic
,,e,ABprapapppa,,,,ABprapapppa,Apoptotic,Apoptotic
,,e,ABpraaapppap,,,,ABpraaapppap,Apoptotic,Apoptotic
,,e,ABpraaaaapv,,,,ABpraaaaapv,Apoptotic,Apoptotic
,,e,ABpraaaappa,,,,ABpraaaappa,Apoptotic,Apoptotic
,,e,ABpraaaapppp,,,,ABpraaaapppp,Apoptotic,Apoptotic
,,e,ABplapapppa,,,,ABplapapppa,Apoptotic,Apoptotic
,,e,ABplapaaaaa,,,,ABplapaaaaa,Apoptotic,Apoptotic
,,e,ABalpappaapp,,,,ABalpappaapp,Apoptotic,Apoptotic
,,e,ABalpappaaa,,,,ABalpappaaa,Apoptotic,Apoptotic
,,e,ABalapppapap,,,,ABalapppapap,Apoptotic,Apoptotic
,,e,ABalappaaa,,,,ABalappaaa,Apoptotic,Apoptotic
,,e,ABalappaapp,,,,ABalappaapp,Apoptotic,Apoptotic
,,e,ABalappapap,,,,ABalappapap,Apoptotic,Apoptotic
,,e,ABalaapppap,,,,ABalaapppap,Apoptotic,Apoptotic
,,e,ABalaappaa,,,,ABalaappaa,Apoptotic,Apoptotic
,,e,ABalapppapap,,,,ABalapppapap,Apoptotic,Apoptotic
,,e,ABalappppaap,,,,ABalappppaap,Apoptotic,Apoptotic
,,e,ABalpppappa,,,,ABalpppappa,Apoptotic,Apoptotic
,,e,ABalppppaav,,,,ABalppppaav,Apoptotic,Apoptotic
,,e,ABalpppapppp,,,,ABalpppapppp,Apoptotic,Apoptotic
,,e,ABalpppaapv,,,,ABalpppaapv,Apoptotic,Apoptotic
,,e,ABalppppapp,,,,ABalppppapp,Apoptotic,Apoptotic
,,e,ABalppppapap,,,,ABalppppapap,Apoptotic,Apoptotic
,,e,ABalppppppap,,,,ABalppppppap,Apoptotic,Apoptotic
,,e,ABalppapppap,,,,ABalppapppap,Apoptotic,Apoptotic
,,e,ABalppaaaa,,,,ABalppaaaa,Apoptotic,Apoptotic
,,e,ABalppaapa,,,,ABalppaapa,Apoptotic,Apoptotic
,,e,ABalppaappa,,,,ABalppaappa,Apoptotic,Apoptotic
,,e,ABalpaaaapp,,,,ABalpaaaapp,Apoptotic,Apoptotic
,,e,ABalpaaapap,,,,ABalpaaapap,Apoptotic,Apoptotic
,,e,ABaraaaapp,,,,ABaraaaapp,Apoptotic,Apoptotic
,,e,ABarappaapp,,,,ABarappaapp,Apoptotic,Apoptotic
,,e,ABarappaaap,,,,ABarappaaap,Apoptotic,Apoptotic
,,e,ABarapappap,,,,ABarapappap,Apoptotic,Apoptotic
,,e,ABarapaapap,,,,ABarapaapap,Apoptotic,Apoptotic
,,e,ABarapaaapp,,,,ABarapaaapp,Apoptotic,Apoptotic
,,e,ABaraaaapaa,,,,ABaraaaapaa,Apoptotic,Apoptotic
,,e,ABarpaaapp,,,,ABarpaaapp,Apoptotic,Apoptotic
,,e,ABarpapaapa,,,,ABarpapaapa,Apoptotic,Apoptotic
,,e,ABalapaaaap,,,,ABalapaaaap,Apoptotic,Apoptotic
,,e,ABalaaaalpa,,,,ABalaaaalpa,Apoptotic,Apoptotic
,,e,ABalaaaalar,,,,ABalaaaalar,Apoptotic,Apoptotic
,,e,ABalpapappa,,,,ABalpapappa,Apoptotic,Apoptotic
,,e,ABalpapaapp,,,,ABalpapaapp,Apoptotic,Apoptotic
,,e,ABalpaaappa,,,,ABalpaaappa,Apoptotic,Apoptotic
,,e,ABprapppapa,,,,ABprapppapa,Apoptotic,Apoptotic
,,e,ABprapppaap,,,,ABprapppaap,Apoptotic,Apoptotic
,,e,ABprapaaaaa,,,,ABprapaaaaa,Apoptotic,Apoptotic
,,e,ABpraaapapp,,,,ABpraaapapp,Apoptotic,Apoptotic
,,e,ABpraaapaav,,,,ABpraaapaav,Apoptotic,Apoptotic
,,e,Abprpppapp,,,,ABprpppapp,Apoptotic,Apoptotic
,,e,ABprppaaap,,,,ABprppaaap,Apoptotic,Apoptotic
,,e,ABprppaapaa,,,,ABprppaapaa,Apoptotic,Apoptotic
,,e,ABprpppapp,,,,ABprpppapp,Apoptotic,Apoptotic
,,e,ABplapppapa,,,,ABplapppapa,Apoptotic,Apoptotic
,,e,ABplapppaap,,,,ABplapppaap,Apoptotic,Apoptotic
,,e,ABplaaaaapa,,,,ABplaaaaapa,Apoptotic,Apoptotic
,,e,ABplpppapp,,,,ABplpppapp,Apoptotic,Apoptotic
,,e,ABplppaaap,,,,ABplppaaap,Apoptotic,Apoptotic
,,e,ABplpappap,,,,ABplpappap,Apoptotic,Apoptotic
,,e,ABplppaapaa,,,,ABplppaapaa,Apoptotic,Apoptotic
,,e,ABalaappppap,,,,ABalaappppap,Apoptotic,Apoptotic
,,e,ABalapappaap,,,,ABalapappaap,Apoptotic,Apoptotic
,,e,ABalpapapapa,,,,ABalpapapapa,Apoptotic,Apoptotic
,,e,ABplppaaaaa,,,,ABplppaaaaa,Apoptotic,Apoptotic
,,e,ABaraapppaad,,,,ABaraapppaad,Apoptotic,Apoptotic
,,e,ABarappapapa,,,,ABarappapapa,Apoptotic,Apoptotic
,,e,ABarapppppap,,,,ABarapppppap,Apoptotic,Apoptotic
,,e,ABplaapapppp,,,,ABplaapapppp,Apoptotic,Apoptotic
,,e,ABplapappppp,,,,ABplapappppp,Apoptotic,Apoptotic
,,e,ABplpaaappap,,,,ABplpaaappap,Apoptotic,Apoptotic
,,e,ABplpaappppp,,,,ABplpaappppp,Apoptotic,Apoptotic
,,e,ABplppaaaapa,,,,ABplppaaaapa,Apoptotic,Apoptotic
